Homepage,Event source page
https://www.ntmofa.gov.tw,https://event.culture.tw/NTMOFA/portal/Registration/C0102MAction
https://www.ntmofa.gov.tw,https://event.culture.tw/NTMOFA/portal/Registration/C0107MAction.action
https://www.shoppingdesign.com.tw,https://www.shoppingdesign.com.tw/search/tag/%E6%96%B0%E5%B1%95%E8%A6%BD
https://www.shoppingdesign.com.tw,https://www.shoppingdesign.com.tw/post/category/event
https://www.sinyischool.org.tw,https://www.sinyischool.org.tw/course
https://www.sinyischool.org.tw,https://www.sinyischool.org.tw/month
https://www.sinyischool.org.tw,https://www.sinyischool.org.tw/recommend/serial/8
https://www.sinyischool.org.tw,https://www.sinyischool.org.tw/recommend/serial/9
https://www.sinyischool.org.tw,https://www.sinyischool.org.tw/recommend/serial/28
https://www.sinyischool.org.tw,https://www.sinyischool.org.tw/recommend/serial/29
https://www.sinyischool.org.tw,https://www.sinyischool.org.tw/recommend/serial/30
https://www.sinyischool.org.tw,https://www.sinyischool.org.tw/recommend/serial/33
https://www.songshanculturalpark.org,https://www.songshanculturalpark.org/exhibition
https://www.songshanculturalpark.org,https://www.songshanculturalpark.org/lecture
https://www.taichung.gov.tw,https://www.taichung.gov.tw/12026/calendarList
https://www.taichung.gov.tw,https://www.taichung.gov.tw/9971/Lpsimplelist
https://www.taichung.gov.tw,https://www.taichung.gov.tw/8868/8872/12026/
https://www.taichung.gov.tw,http://www.taichung.gov.tw/8868/8872/9977/
https://www.taichung.gov.tw,https://www.taichung.gov.tw/8868/8872/9971
https://www.tainanoutlook.com,https://www.tainanoutlook.com/tainan_info/all
https://www.tainanoutlook.com,https://www.tainanoutlook.com/activities/tainan_fair
https://www.tainanoutlook.com,https://www.tainanoutlook.com/activities/arts
https://www.tainanoutlook.com,https://www.tainanoutlook.com/tainan_info/signup
https://www.tainanoutlook.com,https://www.tainanoutlook.com/tainan_info
https://www.taiwan.net.tw,https://www.taiwan.net.tw/m1.aspx?sNo=0001019
https://www.taiwan.net.tw,https://www.taiwan.net.tw/m1.aspx?sNo=0001001
https://www.tfam.museum,https://www.tfam.museum/Exhibition/Exhibition.aspx
https://www.tfam.museum,https://www.tfam.museum/Exhibition/ExhibitionNew.aspx?ddlLang=zh-tw
https://www.tfam.museum,https://www.tfam.museum/Event/Event.aspx?ddlLang=zh-tw
https://www.tfam.museum,https://www.tfam.museum/Event/Event.aspx?ContentID=18&ddlLang=zh-tw
https://www.tfam.museum,https://www.tfam.museum/Event/Event.aspx
https://www.tfam.museum,https://www.tfam.museum/Event/Event.aspx?ContentID=75
https://www.tfam.museum,https://www.tfam.museum/Event/Event.aspx?ContentID=106
https://www.tfam.museum,https://www.tfam.museum/Event/Event.aspx?ContentID=106&ddlLang=zh-tw
https://www.tnam.museum,https://www.tnam.museum/exhibition/current
https://www.tnam.museum,https://www.tnam.museum/exhibition/upcoming
https://www.tnam.museum,https://www.tnam.museum/event/current
https://www.tpqc.com.tw,https://www.tpqc.com.tw/%e6%89%80%e6%9c%89%e8%aa%b2%e7%a8%8b/
https://www.tpqc.com.tw,https://www.tpqc.com.tw/%e6%89%80%e6%9c%89%e8%aa%b2%e7%a8%8b/%e6%96%87%e5%89%b5%e8%97%9d%e8%a1%93/
https://www.tpqc.com.tw,https://www.tpqc.com.tw/%e6%89%80%e6%9c%89%e8%aa%b2%e7%a8%8b/%e6%94%9d%e5%bd%b1%e7%be%8e%e5%ad%b8/
https://www.tpqc.com.tw,https://www.tpqc.com.tw/%e6%89%80%e6%9c%89%e8%aa%b2%e7%a8%8b/%e8%aa%b2%e7%a8%8b-%e8%a8%ad%e8%a8%88%e5%89%b5%e6%96%b0/
https://www.tpqc.com.tw,https://www.tpqc.com.tw/%e6%89%80%e6%9c%89%e8%aa%b2%e7%a8%8b/%e8%aa%b2%e7%a8%8b-%e9%87%91%e8%9e%8d%e7%ae%a1%e7%90%86/
https://www.tpqc.com.tw,https://www.tpqc.com.tw/%e6%89%80%e6%9c%89%e8%aa%b2%e7%a8%8b/%e8%aa%b2%e7%a8%8b-%e9%a2%a8%e6%a0%bc%e6%89%8b%e4%bd%9c/
https://www.travel.taipei,https://www.travel.taipei/zh-tw/activity?page=1
https://www.travel.taipei,https://www.travel.taipei/zh-tw/activity?category=activity&page=1
https://www.travel.taipei,https://www.travel.taipei/zh-tw/activity?category=exhibition&page=1
https://www.travel.taipei,https://www.travel.taipei/zh-tw/event-calendar/2023
https://www.travel.taipei,https://www.travel.taipei/zh-tw/event-calendar/
https://www.travel.taipei,https://www.travel.taipei/zh-tw/activity
https://www.travel.taipei,https://www.travel.taipei/zh-tw/news
https://www.travel.taipei,https://www.travel.taipei/zh-tw/news?page=1
https://www.travel.taipei,https://www.travel.taipei/zh-tw/news?category=%E5%85%AC%E5%91%8A&page=1
https://www.travel.taipei,https://www.travel.taipei/zh-tw/news?category=%E6%96%B0%E8%81%9E&page=1
https://www.trippois.com,https://www.trippois.com/activitys-%E6%A1%83%E5%9C%92
https://www.trippois.com,https://www.trippois.com/activitys-%E5%9F%BA%E9%9A%86
https://www.trippois.com,https://www.trippois.com/activitys-%E5%8F%B0%E5%8C%97
https://www.trippois.com,https://www.trippois.com/activitys-%E5%AE%9C%E8%98%AD
https://www.trippois.com,https://www.trippois.com/activitys-%E6%96%B0%E7%AB%B9
https://www.trippois.com,https://www.trippois.com/activitys-%E8%8B%97%E6%A0%97
https://www.trippois.com,https://www.trippois.com/activitys-%E5%8F%B0%E4%B8%AD
https://www.trippois.com,https://www.trippois.com/activitys-%E5%BD%B0%E5%8C%96
https://www.trippois.com,https://www.trippois.com/activitys-%E5%8D%97%E6%8A%95
https://www.trippois.com,https://www.trippois.com/activitys-%E9%9B%B2%E6%9E%97
https://www.trippois.com,https://www.trippois.com/activitys-%E5%98%89%E7%BE%A9
https://www.trippois.com,https://www.trippois.com/activitys-%E5%8F%B0%E5%8D%97
https://www.trippois.com,https://www.trippois.com/activitys-%E5%B1%8F%E6%9D%B1
https://www.trippois.com,https://www.trippois.com/activitys-%E5%AE%9C%E8%98%AD
https://www.trippois.com,https://www.trippois.com/activitys-%E8%8A%B1%E8%93%AE
https://www.trippois.com,https://www.trippois.com/activitys-%E5%8F%B0%E6%9D%B1
https://www.trippois.com,https://www.trippois.com/activitys-%E6%BE%8E%E6%B9%96
https://www.trippois.com,https://www.trippois.com/activitys-%E9%87%91%E9%96%80
https://www.trippois.com,https://www.trippois.com/activitys-%E9%A6%AC%E7%A5%96
https://www.twse.com.tw/zh/index.html,https://www.twse.com.tw/zh/news/eventList
https://www.twse.com.tw/zh/index.html,https://www.twse.com.tw/zh/focus/events.html
https://www.twtc.com.tw,https://www.twtc.com.tw/exhibition.aspx?p=menu1
https://www.twtc.com.tw,https://www.twtc.com.tw/exhibition.aspx?p=menu1#home
https://www.twtc.com.tw,https://www.twtc.com.tw/exhibition.aspx?p=menu1#menu3
https://www.twtc.com.tw,https://www.twtc.com.tw/exhibition.aspx?p=menu1#menu4
https://www.twtc.com.tw,https://www.twtc.com.tw/exhibition?p=menu1#home
https://www.twtc.com.tw,https://www.twtc.com.tw/exhibition?p=menu1#menu1
https://www.twtc.com.tw,https://www.twtc.com.tw/exhibition?p=menu1#menu3
https://www.twtc.com.tw,https://www.twtc.com.tw/exhibition?p=menu1#menu4
https://www.twtc.com.tw,https://www.twtc.com.tw/news
https://www.yatsen.gov.tw,https://www.yatsen.gov.tw/activitysoonlist_258.html
https://www.yatsen.gov.tw,https://www.yatsen.gov.tw/content_296.html
https://www.yatsen.gov.tw,https://event.culture.tw/YATSEN
https://www.yatsen.gov.tw,https://event.culture.tw/YATSEN/portal/Registration/C0107MAction
https://www.yatsen.gov.tw,https://event.culture.tw/YATSEN/portal/Registration/C0102MAction
https://www.yatsen.gov.tw,https://event.culture.tw/YATSEN/portal/Registration/C0102MAction.action
https://www.yatsen.gov.tw,https://www.yatsen.gov.tw/informationlist_81.html
https://www.yatsen.gov.tw,https://www.yatsen.gov.tw/activitysoonlist_258_601_1.html
https://www.yatsen.gov.tw,https://www.yatsen.gov.tw/activitysoonlist_258_630_1.html
https://www.yatsen.gov.tw,https://www.yatsen.gov.tw/activitysoonlist_258_620_1.html
https://www.yatsen.gov.tw,https://www.yatsen.gov.tw/activitysoonlist_258_640_1.html
